"game","row","col","date","day","month","year","order","player1","player2","player3"
3458,3,1,"2010-09-13","13","09","2010",1,"Craig_Roger","Wells_Scott","Miller_Meg"
3458,4,6,"2010-09-13","13","09","2010",2,"Craig_Roger","Wells_Scott","Miller_Meg"
3458,5,4,"2010-09-13","13","09","2010",3,"Craig_Roger","Wells_Scott","Miller_Meg"
3459,3,1,"2010-09-14","14","09","2010",1,"Strine_Mandy","Fan_Tony","Craig_Roger"
3459,3,5,"2010-09-14","14","09","2010",2,"Strine_Mandy","Fan_Tony","Craig_Roger"
3459,4,6,"2010-09-14","14","09","2010",3,"Strine_Mandy","Fan_Tony","Craig_Roger"
3460,3,1,"2010-09-15","15","09","2010",1,"Ganfield_Katie","Knudson_Kevin","Craig_Roger"
3460,3,1,"2010-09-15","15","09","2010",2,"Ganfield_Katie","Knudson_Kevin","Craig_Roger"
3460,4,5,"2010-09-15","15","09","2010",3,"Ganfield_Katie","Knudson_Kevin","Craig_Roger"
3461,3,3,"2010-09-16","16","09","2010",1,"Anne Stevens-Klitz_Ruth","Taub_Les","Craig_Roger"
3461,3,5,"2010-09-16","16","09","2010",2,"Anne Stevens-Klitz_Ruth","Taub_Les","Craig_Roger"
3461,5,4,"2010-09-16","16","09","2010",3,"Anne Stevens-Klitz_Ruth","Taub_Les","Craig_Roger"
3462,3,1,"2010-09-17","17","09","2010",1,"Hedlund_Ryan","Pandya_Shaama","Craig_Roger"
3462,3,1,"2010-09-17","17","09","2010",2,"Hedlund_Ryan","Pandya_Shaama","Craig_Roger"
3462,4,5,"2010-09-17","17","09","2010",3,"Hedlund_Ryan","Pandya_Shaama","Craig_Roger"
3463,3,5,"2010-09-20","20","09","2010",1,"Tam_Marisa","Keating_Mary","Craig_Roger"
3463,3,6,"2010-09-20","20","09","2010",2,"Tam_Marisa","Keating_Mary","Craig_Roger"
3463,5,1,"2010-09-20","20","09","2010",3,"Tam_Marisa","Keating_Mary","Craig_Roger"
3464,3,3,"2010-09-21","21","09","2010",1,"Castrodale_Jelisa","Martin_Matt","Craig_Roger"
3464,3,2,"2010-09-21","21","09","2010",2,"Castrodale_Jelisa","Martin_Matt","Craig_Roger"
3464,4,5,"2010-09-21","21","09","2010",3,"Castrodale_Jelisa","Martin_Matt","Craig_Roger"
3465,4,4,"2010-09-22","22","09","2010",1,"Porter_Russ","Lilly_Destiny","Castrodale_Jelisa"
3465,3,3,"2010-09-22","22","09","2010",2,"Porter_Russ","Lilly_Destiny","Castrodale_Jelisa"
3465,4,5,"2010-09-22","22","09","2010",3,"Porter_Russ","Lilly_Destiny","Castrodale_Jelisa"
3466,5,4,"2010-09-24","24","09","2010",1,"Flinchbaugh_Lyssette","Janikula_Hillary","Spak_Kara"
3466,2,3,"2010-09-24","24","09","2010",2,"Flinchbaugh_Lyssette","Janikula_Hillary","Spak_Kara"
3466,3,5,"2010-09-24","24","09","2010",3,"Flinchbaugh_Lyssette","Janikula_Hillary","Spak_Kara"
3467,5,4,"2010-09-23","23","09","2010",1,"Spak_Kara","Schepker_Dj","Porter_Russ"
3467,3,4,"2010-09-23","23","09","2010",2,"Spak_Kara","Schepker_Dj","Porter_Russ"
3468,4,4,"2010-09-27","27","09","2010",1,"Villarreal_Robert","Eckerd_Beth","Spak_Kara"
3468,3,1,"2010-09-27","27","09","2010",2,"Villarreal_Robert","Eckerd_Beth","Spak_Kara"
3468,3,5,"2010-09-27","27","09","2010",3,"Villarreal_Robert","Eckerd_Beth","Spak_Kara"
3469,5,2,"2010-09-28","28","09","2010",1,"Grayson_Phyllis","Zack_David","Spak_Kara"
3469,3,1,"2010-09-28","28","09","2010",2,"Grayson_Phyllis","Zack_David","Spak_Kara"
3469,3,6,"2010-09-28","28","09","2010",3,"Grayson_Phyllis","Zack_David","Spak_Kara"
3470,5,6,"2010-09-29","29","09","2010",1,"Zeigler_Molly","Bea_Claire","Spak_Kara"
3470,3,1,"2010-09-29","29","09","2010",2,"Zeigler_Molly","Bea_Claire","Spak_Kara"
3470,5,5,"2010-09-29","29","09","2010",3,"Zeigler_Molly","Bea_Claire","Spak_Kara"
3471,4,3,"2010-09-30","30","09","2010",1,"Mcdonnell_Mark","Brown_Tegan","Spak_Kara"
3471,5,3,"2010-09-30","30","09","2010",2,"Mcdonnell_Mark","Brown_Tegan","Spak_Kara"
3471,5,5,"2010-09-30","30","09","2010",3,"Mcdonnell_Mark","Brown_Tegan","Spak_Kara"
3472,4,3,"2010-10-01","01","10","2010",1,"Podber_Adam","Jusino_Emily","Mcdonnell_Mark"
3472,4,3,"2010-10-01","01","10","2010",2,"Podber_Adam","Jusino_Emily","Mcdonnell_Mark"
3472,5,1,"2010-10-01","01","10","2010",3,"Podber_Adam","Jusino_Emily","Mcdonnell_Mark"
3473,5,1,"2010-10-04","04","10","2010",1,"Meals_Don","Petzold_Lois","Jusino_Emily"
3473,3,2,"2010-10-04","04","10","2010",2,"Meals_Don","Petzold_Lois","Jusino_Emily"
3473,3,3,"2010-10-04","04","10","2010",3,"Meals_Don","Petzold_Lois","Jusino_Emily"
3474,4,1,"2010-10-05","05","10","2010",1,"Brown_James","Schroeder_Kristen","Meals_Don"
3474,3,3,"2010-10-05","05","10","2010",2,"Brown_James","Schroeder_Kristen","Meals_Don"
3474,4,5,"2010-10-05","05","10","2010",3,"Brown_James","Schroeder_Kristen","Meals_Don"
3475,5,4,"2010-10-06","06","10","2010",1,"Landesman_Peter","Moore_Kelly","Meals_Don"
3475,4,1,"2010-10-06","06","10","2010",2,"Landesman_Peter","Moore_Kelly","Meals_Don"
3475,4,4,"2010-10-06","06","10","2010",3,"Landesman_Peter","Moore_Kelly","Meals_Don"
3476,3,4,"2010-10-07","07","10","2010",1,"Rabin Spira_Sarah","Hodel_Mike","Meals_Don"
3476,4,1,"2010-10-07","07","10","2010",2,"Rabin Spira_Sarah","Hodel_Mike","Meals_Don"
3476,4,3,"2010-10-07","07","10","2010",3,"Rabin Spira_Sarah","Hodel_Mike","Meals_Don"
3477,3,1,"2010-10-08","08","10","2010",1,"Rodriguez_Brad","Johnson_Alli","Hodel_Mike"
3477,4,4,"2010-10-08","08","10","2010",2,"Rodriguez_Brad","Johnson_Alli","Hodel_Mike"
3477,5,6,"2010-10-08","08","10","2010",3,"Rodriguez_Brad","Johnson_Alli","Hodel_Mike"
3478,4,5,"2010-10-11","11","10","2010",1,"Denny_Carol","Payne_Dylan","Hodel_Mike"
3478,2,1,"2010-10-11","11","10","2010",2,"Denny_Carol","Payne_Dylan","Hodel_Mike"
3478,5,4,"2010-10-11","11","10","2010",3,"Denny_Carol","Payne_Dylan","Hodel_Mike"
3479,4,2,"2010-10-12","12","10","2010",1,"Campos_Tim","Rorick_Suzanne","Denny_Carol"
3479,4,3,"2010-10-12","12","10","2010",2,"Campos_Tim","Rorick_Suzanne","Denny_Carol"
3479,5,5,"2010-10-12","12","10","2010",3,"Campos_Tim","Rorick_Suzanne","Denny_Carol"
3480,2,4,"2010-10-13","13","10","2010",1,"Andrews_Terry","Wilkinson_Sara","Rorick_Suzanne"
3480,3,1,"2010-10-13","13","10","2010",2,"Andrews_Terry","Wilkinson_Sara","Rorick_Suzanne"
3480,4,4,"2010-10-13","13","10","2010",3,"Andrews_Terry","Wilkinson_Sara","Rorick_Suzanne"
3481,3,1,"2010-10-14","14","10","2010",1,"Chelliah Sawe_Anjali","Mclauchlin_Theo","Wilkinson_Sara"
3481,2,3,"2010-10-14","14","10","2010",2,"Chelliah Sawe_Anjali","Mclauchlin_Theo","Wilkinson_Sara"
3481,2,5,"2010-10-14","14","10","2010",3,"Chelliah Sawe_Anjali","Mclauchlin_Theo","Wilkinson_Sara"
3482,4,2,"2010-10-15","15","10","2010",1,"Tracey_Liz","Yowell_Robert","Wilkinson_Sara"
3482,3,5,"2010-10-15","15","10","2010",2,"Tracey_Liz","Yowell_Robert","Wilkinson_Sara"
3482,5,2,"2010-10-15","15","10","2010",3,"Tracey_Liz","Yowell_Robert","Wilkinson_Sara"
3483,4,2,"2010-10-18","18","10","2010",1,"Currall_Paula","Detura_Matt","Wilkinson_Sara"
3483,2,5,"2010-10-18","18","10","2010",2,"Currall_Paula","Detura_Matt","Wilkinson_Sara"
3483,4,4,"2010-10-18","18","10","2010",3,"Currall_Paula","Detura_Matt","Wilkinson_Sara"
3484,4,6,"2010-10-19","19","10","2010",1,"Bethel_Stephanie","Golbe_Jon","Detura_Matt"
3484,3,1,"2010-10-19","19","10","2010",2,"Bethel_Stephanie","Golbe_Jon","Detura_Matt"
3484,4,3,"2010-10-19","19","10","2010",3,"Bethel_Stephanie","Golbe_Jon","Detura_Matt"
3485,3,1,"2010-10-20","20","10","2010",1,"Jordan_Tommy","Griffiths_Megan","Detura_Matt"
3485,3,2,"2010-10-20","20","10","2010",2,"Jordan_Tommy","Griffiths_Megan","Detura_Matt"
3485,4,6,"2010-10-20","20","10","2010",3,"Jordan_Tommy","Griffiths_Megan","Detura_Matt"
3486,4,1,"2010-10-21","21","10","2010",1,"Mikulis_Kathleen","Wilson_Mike","Detura_Matt"
3486,3,1,"2010-10-21","21","10","2010",2,"Mikulis_Kathleen","Wilson_Mike","Detura_Matt"
3486,5,5,"2010-10-21","21","10","2010",3,"Mikulis_Kathleen","Wilson_Mike","Detura_Matt"
3487,4,5,"2010-10-22","22","10","2010",1,"Van Tyne_Mary","Stern_Ari","Mikulis_Kathleen"
3487,5,3,"2010-10-22","22","10","2010",2,"Van Tyne_Mary","Stern_Ari","Mikulis_Kathleen"
3487,5,6,"2010-10-22","22","10","2010",3,"Van Tyne_Mary","Stern_Ari","Mikulis_Kathleen"
3488,5,2,"2010-10-25","25","10","2010",1,"Jones-Pigott_Pam","Lafond_Reggie","Stern_Ari"
3488,3,3,"2010-10-25","25","10","2010",2,"Jones-Pigott_Pam","Lafond_Reggie","Stern_Ari"
3488,4,4,"2010-10-25","25","10","2010",3,"Jones-Pigott_Pam","Lafond_Reggie","Stern_Ari"
3489,2,5,"2010-10-26","26","10","2010",1,"Cuevas_Jesse","Spadanuta_Laura","Jones-Pigott_Pam"
3489,4,5,"2010-10-26","26","10","2010",2,"Cuevas_Jesse","Spadanuta_Laura","Jones-Pigott_Pam"
3490,5,4,"2010-10-27","27","10","2010",1,"Whitaker_Sarah","Rubini_Bert","Cuevas_Jesse"
3490,4,1,"2010-10-27","27","10","2010",2,"Whitaker_Sarah","Rubini_Bert","Cuevas_Jesse"
3490,4,6,"2010-10-27","27","10","2010",3,"Whitaker_Sarah","Rubini_Bert","Cuevas_Jesse"
3491,5,2,"2010-10-28","28","10","2010",1,"Villarreal_George","Brown_Barbara","Cuevas_Jesse"
3491,3,3,"2010-10-28","28","10","2010",2,"Villarreal_George","Brown_Barbara","Cuevas_Jesse"
3491,4,5,"2010-10-28","28","10","2010",3,"Villarreal_George","Brown_Barbara","Cuevas_Jesse"
3492,4,4,"2010-10-29","29","10","2010",1,"Braden_Marie","Kreitner_Ricky","Cuevas_Jesse"
3492,3,1,"2010-10-29","29","10","2010",2,"Braden_Marie","Kreitner_Ricky","Cuevas_Jesse"
3492,5,5,"2010-10-29","29","10","2010",3,"Braden_Marie","Kreitner_Ricky","Cuevas_Jesse"
3493,5,3,"2010-11-01","01","11","2010",1,"Menzano_Silvio","Adams_Molly","Braden_Marie"
3493,5,5,"2010-11-01","01","11","2010",2,"Menzano_Silvio","Adams_Molly","Braden_Marie"
3494,5,4,"2010-11-02","02","11","2010",1,"Casser_Jocelyn","Ellis_Dave","Menzano_Silvio"
3494,2,1,"2010-11-02","02","11","2010",2,"Casser_Jocelyn","Ellis_Dave","Menzano_Silvio"
3494,5,3,"2010-11-02","02","11","2010",3,"Casser_Jocelyn","Ellis_Dave","Menzano_Silvio"
3495,3,1,"2010-11-03","03","11","2010",1,"Cortese_Vito","Mcfadden_Anne","Ellis_Dave"
3495,3,4,"2010-11-03","03","11","2010",2,"Cortese_Vito","Mcfadden_Anne","Ellis_Dave"
3495,5,5,"2010-11-03","03","11","2010",3,"Cortese_Vito","Mcfadden_Anne","Ellis_Dave"
3496,5,5,"2010-11-05","05","11","2010",1,"Breen_Jeanne","Wen_John","Cortese_Vito"
3496,4,1,"2010-11-05","05","11","2010",2,"Breen_Jeanne","Wen_John","Cortese_Vito"
3496,4,4,"2010-11-05","05","11","2010",3,"Breen_Jeanne","Wen_John","Cortese_Vito"
3497,4,5,"2010-11-04","04","11","2010",1,"Hill_Jennifer","Josaphat_Rony","Cortese_Vito"
3497,4,3,"2010-11-04","04","11","2010",2,"Hill_Jennifer","Josaphat_Rony","Cortese_Vito"
3497,5,5,"2010-11-04","04","11","2010",3,"Hill_Jennifer","Josaphat_Rony","Cortese_Vito"
3498,4,1,"2010-11-08","08","11","2010",1,"Greene_Steve","Colangelo_Olivia","Chandrasekhar_Sid"
3498,3,6,"2010-11-08","08","11","2010",2,"Greene_Steve","Colangelo_Olivia","Chandrasekhar_Sid"
3498,4,5,"2010-11-08","08","11","2010",3,"Greene_Steve","Colangelo_Olivia","Chandrasekhar_Sid"
3499,5,3,"2010-11-09","09","11","2010",1,"Von Walter_Hans","Tottle_Lea","Mclean_Erin"
3499,3,3,"2010-11-09","09","11","2010",2,"Von Walter_Hans","Tottle_Lea","Mclean_Erin"
3499,3,5,"2010-11-09","09","11","2010",3,"Von Walter_Hans","Tottle_Lea","Mclean_Erin"
3500,4,3,"2010-11-10","10","11","2010",1,"Kahan_Kyle","Eichner_Ellen","Dosu_Folake"
3500,3,3,"2010-11-10","10","11","2010",2,"Kahan_Kyle","Eichner_Ellen","Dosu_Folake"
3500,4,1,"2010-11-10","10","11","2010",3,"Kahan_Kyle","Eichner_Ellen","Dosu_Folake"
3501,3,5,"1986-10-14","14","10","1986",1,"Schindler JR._Paul","Barondess_Ian","Traini_Dave"
3501,3,3,"1986-10-14","14","10","1986",2,"Schindler JR._Paul","Barondess_Ian","Traini_Dave"
3501,5,1,"1986-10-14","14","10","1986",3,"Schindler JR._Paul","Barondess_Ian","Traini_Dave"
3502,4,3,"2010-11-11","11","11","2010",1,"Relihan_Tim","Gagelin_Steph","Flores_Marshall"
3502,4,2,"2010-11-11","11","11","2010",2,"Relihan_Tim","Gagelin_Steph","Flores_Marshall"
3502,4,3,"2010-11-11","11","11","2010",3,"Relihan_Tim","Gagelin_Steph","Flores_Marshall"
3503,4,3,"2010-11-12","12","11","2010",1,"Spaulding_Sam","Singh_Katie","J. Ray_Amanda"
3503,4,3,"2010-11-12","12","11","2010",2,"Spaulding_Sam","Singh_Katie","J. Ray_Amanda"
3503,4,4,"2010-11-12","12","11","2010",3,"Spaulding_Sam","Singh_Katie","J. Ray_Amanda"
3504,3,4,"2010-11-15","15","11","2010",1,"Flores_Marshall","Kahan_Kyle","Mclean_Erin"
3504,4,1,"2010-11-15","15","11","2010",2,"Flores_Marshall","Kahan_Kyle","Mclean_Erin"
3504,5,3,"2010-11-15","15","11","2010",3,"Flores_Marshall","Kahan_Kyle","Mclean_Erin"
3505,3,1,"2010-11-16","16","11","2010",1,"Von Walter_Hans","Eichner_Ellen","Greene_Steve"
3505,4,4,"2010-11-16","16","11","2010",2,"Von Walter_Hans","Eichner_Ellen","Greene_Steve"
3505,4,5,"2010-11-16","16","11","2010",3,"Von Walter_Hans","Eichner_Ellen","Greene_Steve"
3506,5,1,"2010-11-18","18","11","2010",1,"Spaulding_Sam","Von Walter_Hans","Mclean_Erin"
3506,5,4,"2010-11-18","18","11","2010",2,"Spaulding_Sam","Von Walter_Hans","Mclean_Erin"
3507,4,1,"2010-11-17","17","11","2010",1,"Tottle_Lea","Spaulding_Sam","Chandrasekhar_Sid"
3507,2,5,"2010-11-17","17","11","2010",2,"Tottle_Lea","Spaulding_Sam","Chandrasekhar_Sid"
3507,5,1,"2010-11-17","17","11","2010",3,"Tottle_Lea","Spaulding_Sam","Chandrasekhar_Sid"
3508,4,1,"2010-11-19","19","11","2010",1,"Spaulding_Sam","Von Walter_Hans","Mclean_Erin"
3508,4,4,"2010-11-19","19","11","2010",2,"Spaulding_Sam","Von Walter_Hans","Mclean_Erin"
3508,5,6,"2010-11-19","19","11","2010",3,"Spaulding_Sam","Von Walter_Hans","Mclean_Erin"
3509,5,3,"1996-12-02","02","12","1996",1,"Andrews_Helen","Barker_Harry","Macintyre_Marv"
3509,3,1,"1996-12-02","02","12","1996",2,"Andrews_Helen","Barker_Harry","Macintyre_Marv"
3509,4,6,"1996-12-02","02","12","1996",3,"Andrews_Helen","Barker_Harry","Macintyre_Marv"
3510,3,2,"2010-11-22","22","11","2010",1,"Tsuji_George","Slater_Aimee","Cortese_Vito"
3510,3,5,"2010-11-22","22","11","2010",2,"Tsuji_George","Slater_Aimee","Cortese_Vito"
3510,4,3,"2010-11-22","22","11","2010",3,"Tsuji_George","Slater_Aimee","Cortese_Vito"
3511,3,3,"2010-11-23","23","11","2010",1,"Cornell_Megan","Kennedy_Bob","Tsuji_George"
3511,4,3,"2010-11-23","23","11","2010",2,"Cornell_Megan","Kennedy_Bob","Tsuji_George"
3511,5,5,"2010-11-23","23","11","2010",3,"Cornell_Megan","Kennedy_Bob","Tsuji_George"
3512,3,6,"1997-10-07","07","10","1997",1,"Diaz_Yolanda","Shafer_Diane","Fraleigh_James"
3512,4,4,"1997-10-07","07","10","1997",2,"Diaz_Yolanda","Shafer_Diane","Fraleigh_James"
3512,5,5,"1997-10-07","07","10","1997",3,"Diaz_Yolanda","Shafer_Diane","Fraleigh_James"
3513,4,5,"2010-11-24","24","11","2010",1,"Gumble_Stephanie","O'brien_Rebecca","Kennedy_Bob"
3513,3,3,"2010-11-24","24","11","2010",2,"Gumble_Stephanie","O'brien_Rebecca","Kennedy_Bob"
3513,5,2,"2010-11-24","24","11","2010",3,"Gumble_Stephanie","O'brien_Rebecca","Kennedy_Bob"
3514,5,4,"1997-10-08","08","10","1997",1,"Ackerman_Phil","Conlon_Ellen","Diaz_Yolanda"
3514,4,4,"1997-10-08","08","10","1997",2,"Ackerman_Phil","Conlon_Ellen","Diaz_Yolanda"
3514,5,2,"1997-10-08","08","10","1997",3,"Ackerman_Phil","Conlon_Ellen","Diaz_Yolanda"
3515,5,3,"2010-11-26","26","11","2010",1,"Shewmake_Judy","James_Kemi","Button_Laura"
3515,2,5,"2010-11-26","26","11","2010",2,"Shewmake_Judy","James_Kemi","Button_Laura"
3515,4,1,"2010-11-26","26","11","2010",3,"Shewmake_Judy","James_Kemi","Button_Laura"
3516,5,1,"2010-11-25","25","11","2010",1,"Button_Laura","Warren_Matthew","Kennedy_Bob"
3516,3,5,"2010-11-25","25","11","2010",2,"Button_Laura","Warren_Matthew","Kennedy_Bob"
3516,5,1,"2010-11-25","25","11","2010",3,"Button_Laura","Warren_Matthew","Kennedy_Bob"
3517,3,1,"2010-11-29","29","11","2010",1,"Penrod_Charlie","Anderson_Kristin","Shewmake_Judy"
3517,1,4,"2010-11-29","29","11","2010",2,"Penrod_Charlie","Anderson_Kristin","Shewmake_Judy"
3518,3,1,"2010-11-30","30","11","2010",1,"Hagan_Allie","Zamojcin_Tom","Penrod_Charlie"
3518,2,4,"2010-11-30","30","11","2010",2,"Hagan_Allie","Zamojcin_Tom","Penrod_Charlie"
3518,4,5,"2010-11-30","30","11","2010",3,"Hagan_Allie","Zamojcin_Tom","Penrod_Charlie"
3519,4,1,"2010-12-01","01","12","2010",1,"Scroope_Terence","Schneider_Ariel","Zamojcin_Tom"
3519,4,1,"2010-12-01","01","12","2010",2,"Scroope_Terence","Schneider_Ariel","Zamojcin_Tom"
3519,4,5,"2010-12-01","01","12","2010",3,"Scroope_Terence","Schneider_Ariel","Zamojcin_Tom"
3520,3,4,"2010-12-02","02","12","2010",1,"Huemer Kelly_Francesca","Reilly_Kate","Schneider_Ariel"
3520,2,1,"2010-12-02","02","12","2010",2,"Huemer Kelly_Francesca","Reilly_Kate","Schneider_Ariel"
3520,3,3,"2010-12-02","02","12","2010",3,"Huemer Kelly_Francesca","Reilly_Kate","Schneider_Ariel"
3521,4,6,"2010-12-03","03","12","2010",1,"Powell_Josh","Holt_Andy","Schneider_Ariel"
3521,3,3,"2010-12-03","03","12","2010",2,"Powell_Josh","Holt_Andy","Schneider_Ariel"
3521,5,5,"2010-12-03","03","12","2010",3,"Powell_Josh","Holt_Andy","Schneider_Ariel"
3522,5,6,"2010-12-06","06","12","2010",1,"Durbin_Will","Barley_Christina","Powell_Josh"
3522,3,4,"2010-12-06","06","12","2010",2,"Durbin_Will","Barley_Christina","Powell_Josh"
3522,3,6,"2010-12-06","06","12","2010",3,"Durbin_Will","Barley_Christina","Powell_Josh"
3523,3,5,"2010-12-07","07","12","2010",1,"O'hagin_Jamie","Zayatz_Rich","Powell_Josh"
3523,3,6,"2010-12-07","07","12","2010",2,"O'hagin_Jamie","Zayatz_Rich","Powell_Josh"
3523,4,3,"2010-12-07","07","12","2010",3,"O'hagin_Jamie","Zayatz_Rich","Powell_Josh"
3524,4,4,"2010-12-08","08","12","2010",1,"Palladino_Kate","Bibler_Adam","Powell_Josh"
3524,3,1,"2010-12-08","08","12","2010",2,"Palladino_Kate","Bibler_Adam","Powell_Josh"
3524,5,3,"2010-12-08","08","12","2010",3,"Palladino_Kate","Bibler_Adam","Powell_Josh"
3525,5,4,"2010-12-09","09","12","2010",1,"Meer_Steve","Maziarz_Liz","Bibler_Adam"
3525,4,1,"2010-12-09","09","12","2010",2,"Meer_Steve","Maziarz_Liz","Bibler_Adam"
3525,4,3,"2010-12-09","09","12","2010",3,"Meer_Steve","Maziarz_Liz","Bibler_Adam"
3526,5,4,"2010-12-10","10","12","2010",1,"Henderson_Eugene","Mcclellan_Sandra","Maziarz_Liz"
3526,4,3,"2010-12-10","10","12","2010",2,"Henderson_Eugene","Mcclellan_Sandra","Maziarz_Liz"
3527,3,4,"2010-12-13","13","12","2010",1,"Mcconaghy_Keri","Corbblah_Jonathan","Mcclellan_Sandra"
3527,3,1,"2010-12-13","13","12","2010",2,"Mcconaghy_Keri","Corbblah_Jonathan","Mcclellan_Sandra"
3527,5,4,"2010-12-13","13","12","2010",3,"Mcconaghy_Keri","Corbblah_Jonathan","Mcclellan_Sandra"
3528,3,4,"2010-12-14","14","12","2010",1,"Nissley_Tom","Arnold_Judy","Corbblah_Jonathan"
3528,4,3,"2010-12-14","14","12","2010",2,"Nissley_Tom","Arnold_Judy","Corbblah_Jonathan"
3528,4,5,"2010-12-14","14","12","2010",3,"Nissley_Tom","Arnold_Judy","Corbblah_Jonathan"
3529,3,5,"2010-12-15","15","12","2010",1,"Flores_Anthony","Hawley_Alexis","Nissley_Tom"
3529,2,1,"2010-12-15","15","12","2010",2,"Flores_Anthony","Hawley_Alexis","Nissley_Tom"
3529,5,4,"2010-12-15","15","12","2010",3,"Flores_Anthony","Hawley_Alexis","Nissley_Tom"
3530,3,5,"2010-12-16","16","12","2010",1,"Huff_Jen","Klein_Tim","Nissley_Tom"
3530,2,3,"2010-12-16","16","12","2010",2,"Huff_Jen","Klein_Tim","Nissley_Tom"
3530,4,2,"2010-12-16","16","12","2010",3,"Huff_Jen","Klein_Tim","Nissley_Tom"
3531,5,1,"2010-12-17","17","12","2010",1,"Lane_Teresa","Kiekhaefer_Nina","Nissley_Tom"
3531,2,2,"2010-12-17","17","12","2010",2,"Lane_Teresa","Kiekhaefer_Nina","Nissley_Tom"
3531,5,6,"2010-12-17","17","12","2010",3,"Lane_Teresa","Kiekhaefer_Nina","Nissley_Tom"
3532,2,5,"2010-12-20","20","12","2010",1,"Fulmer_Bob","Carlis_Julia","Nissley_Tom"
3532,5,1,"2010-12-20","20","12","2010",2,"Fulmer_Bob","Carlis_Julia","Nissley_Tom"
3532,5,5,"2010-12-20","20","12","2010",3,"Fulmer_Bob","Carlis_Julia","Nissley_Tom"
3533,2,1,"2010-12-21","21","12","2010",1,"Sullivan_Andrew","Steiner_Danni","Nissley_Tom"
3533,4,5,"2010-12-21","21","12","2010",2,"Sullivan_Andrew","Steiner_Danni","Nissley_Tom"
3533,5,4,"2010-12-21","21","12","2010",3,"Sullivan_Andrew","Steiner_Danni","Nissley_Tom"
3534,3,5,"2010-12-22","22","12","2010",1,"Loo_Dennis","Murdukhayeva_Ester","Nissley_Tom"
3534,4,4,"2010-12-22","22","12","2010",2,"Loo_Dennis","Murdukhayeva_Ester","Nissley_Tom"
3534,5,1,"2010-12-22","22","12","2010",3,"Loo_Dennis","Murdukhayeva_Ester","Nissley_Tom"
3535,4,1,"2010-12-23","23","12","2010",1,"Barry_Samantha","York_Corey","Nissley_Tom"
3535,3,1,"2010-12-23","23","12","2010",2,"Barry_Samantha","York_Corey","Nissley_Tom"
3535,4,3,"2010-12-23","23","12","2010",3,"Barry_Samantha","York_Corey","Nissley_Tom"
3536,2,1,"2010-12-24","24","12","2010",1,"Quin_Chris","Goldsmith_Marissa","Nissley_Tom"
3536,3,6,"2010-12-24","24","12","2010",2,"Quin_Chris","Goldsmith_Marissa","Nissley_Tom"
3536,4,1,"2010-12-24","24","12","2010",3,"Quin_Chris","Goldsmith_Marissa","Nissley_Tom"
3537,3,4,"2010-12-27","27","12","2010",1,"Vogt_Ryan","Barnes_Andrea","Goldsmith_Marissa"
3537,4,4,"2010-12-27","27","12","2010",2,"Vogt_Ryan","Barnes_Andrea","Goldsmith_Marissa"
3537,5,1,"2010-12-27","27","12","2010",3,"Vogt_Ryan","Barnes_Andrea","Goldsmith_Marissa"
3538,5,1,"2010-12-28","28","12","2010",1,"Curtis_Anthony","Jackson_Alice","Goldsmith_Marissa"
3538,4,6,"2010-12-28","28","12","2010",2,"Curtis_Anthony","Jackson_Alice","Goldsmith_Marissa"
3538,5,3,"2010-12-28","28","12","2010",3,"Curtis_Anthony","Jackson_Alice","Goldsmith_Marissa"
3539,5,1,"2010-12-31","31","12","2010",1,"Thomas_Lyn","Meijer_Allysen","Kimmel_Ellen"
3539,4,4,"2010-12-31","31","12","2010",2,"Thomas_Lyn","Meijer_Allysen","Kimmel_Ellen"
3540,4,3,"2010-12-29","29","12","2010",1,"Kimmel_Ellen","Mukkamalla_Raghuveer","Goldsmith_Marissa"
3540,3,3,"2010-12-29","29","12","2010",2,"Kimmel_Ellen","Mukkamalla_Raghuveer","Goldsmith_Marissa"
3540,4,6,"2010-12-29","29","12","2010",3,"Kimmel_Ellen","Mukkamalla_Raghuveer","Goldsmith_Marissa"
3541,5,4,"2010-12-30","30","12","2010",1,"Creamer_Matt","Manzo_Whitney","Kimmel_Ellen"
3541,3,1,"2010-12-30","30","12","2010",2,"Creamer_Matt","Manzo_Whitney","Kimmel_Ellen"
3541,5,6,"2010-12-30","30","12","2010",3,"Creamer_Matt","Manzo_Whitney","Kimmel_Ellen"
3542,5,1,"2011-01-03","03","01","2011",1,"Brentrup_Annemarie","Lopez_Genaro","Thomas_Lyn"
3542,2,6,"2011-01-03","03","01","2011",2,"Brentrup_Annemarie","Lopez_Genaro","Thomas_Lyn"
3542,4,3,"2011-01-03","03","01","2011",3,"Brentrup_Annemarie","Lopez_Genaro","Thomas_Lyn"
3543,4,1,"2011-01-04","04","01","2011",1,"Gratz_Steve","Marchyshyn_Alex","Lopez_Genaro"
3543,4,2,"2011-01-04","04","01","2011",2,"Gratz_Steve","Marchyshyn_Alex","Lopez_Genaro"
3543,4,3,"2011-01-04","04","01","2011",3,"Gratz_Steve","Marchyshyn_Alex","Lopez_Genaro"
3544,2,6,"2011-01-05","05","01","2011",1,"Nilles_Melissa","Lang_Erik","Gratz_Steve"
3544,3,5,"2011-01-05","05","01","2011",2,"Nilles_Melissa","Lang_Erik","Gratz_Steve"
3545,5,3,"2011-01-07","07","01","2011",1,"Perez-Giz_Gabe","Gresko_Dana","Jensen_Dan"
